Item Number,GTIN Number,Mill Code,Mill Description,Style Number,Mill Style Number,Style Name,Color Code,Color Description,Size Code,Size Description,Unit Weight,Cost,CC,CD,FO,KC,MA,PH,TD,CN,WA,GD
B11704EG8,0889138673702,04,adidas Golf,A277,,AD MN 1/2 ZIP TRAINING TOP,EG,NT MRNE/ VIS GRY,8,3XL,1.7817,0,0,0,0,0,0,0,0,0,0,2
B11704ER3,0889132169713,04,adidas Golf,A277,,AD MN 1/2 ZIP TRAINING TOP,ER,MD GREY/ LKY BLU,3,S,1.7817,0,0,0,0,0,0,0,0,0,0,13
B11704ER4,0889132169690,04,adidas Golf,A277,,AD MN 1/2 ZIP TRAINING TOP,ER,MD GREY/ LKY BLU,4,M,1.7817,0,0,0,0,0,0,0,0,0,0,7
B11704ER5,0889132169737,04,adidas Golf,A277,,AD MN 1/2 ZIP TRAINING TOP,ER,MD GREY/ LKY BLU,5,L,1.7817,0,0,0,0,0,0,0,0,0,0,0
B11704ER6,0889132169720,04,adidas Golf,A277,,AD MN 1/2 ZIP TRAINING TOP,ER,MD GREY/ LKY BLU,6,XL,1.7817,0,0,0,0,0,0,0,0,0,0,8
B11704ER7,0889132169706,04,adidas Golf,A277,,AD MN 1/2 ZIP TRAINING TOP,ER,MD GREY/ LKY BLU,7,2XL,1.7817,0,0,0,0,0,0,0,0,0,0,16
B11704ER8,0889138677519,04,adidas Golf,A277,,AD MN 1/2 ZIP TRAINING TOP,ER,MD GREY/ LKY BLU,8,3XL,1.7817,0,0,0,0,0,0,0,0,0,0,0
B12004043,190303908803,04,adidas Golf,A233,,AD CC 3 STRIPE SHOULDER POLO,04,POWER RED,3,S,.5913,0,0,0,0,0,0,0,0,0,0,12
B12004044,190303908865,04,adidas Golf,A233,,AD CC 3 STRIPE SHOULDER POLO,04,POWER RED,4,M,.5913,0,0,0,0,0,0,0,0,0,0,0
B12004045,190303908834,04,adidas Golf,A233,,AD CC 3 STRIPE SHOULDER POLO,04,POWER RED,5,L,.5913,0,0,0,0,0,0,0,0,0,0,148
B12004046,190303905994,04,adidas Golf,A233,,AD CC 3 STRIPE SHOULDER POLO,04,POWER RED,6,XL,.5913,0,0,0,0,0,0,0,0,0,0,147
B12004047,190303908872,04,adidas Golf,A233,,AD CC 3 STRIPE SHOULDER POLO,04,POWER RED,7,2XL,.5913,0,0,0,0,0,0,0,0,0,0,62
B12004048,190303908858,04,adidas Golf,A233,,AD CC 3 STRIPE SHOULDER POLO,04,POWER RED,8,3XL,.5913,0,0,0,0,0,0,0,0,0,0,32
B12004513,190303876706,04,adidas Golf,A233,,AD CC 3 STRIPE SHOULDER POLO,51,BLACK,3,S,.5913,0,0,0,0,0,0,0,0,0,0,36
B12004514,190303876713,04,adidas Golf,A233,,AD CC 3 STRIPE SHOULDER POLO,51,BLACK,4,M,.5913,0,0,0,0,0,0,0,0,0,0,102
B12004515,190303876676,04,adidas Golf,A233,,AD CC 3 STRIPE SHOULDER POLO,51,BLACK,5,L,.5913,0,0,0,0,0,0,0,0,0,0,506
B12004516,190303876638,04,adidas Golf,A233,,AD CC 3 STRIPE SHOULDER POLO,51,BLACK,6,XL,.5913,0,0,0,0,0,0,0,0,0,0,495
B12004517,190303876652,04,adidas Golf,A233,,AD CC 3 STRIPE SHOULDER POLO,51,BLACK,7,2XL,.5913,0,0,0,0,0,0,0,0,0,0,307
B12004518,190303876669,04,adidas Golf,A233,,AD CC 3 STRIPE SHOULDER POLO,51,BLACK,8,3XL,.5913,0,0,0,0,0,0,0,0,0,0,82
B12004543,190303750891,04,adidas Golf,A233,,AD CC 3 STRIPE SHOULDER POLO,54,NAVY,3,S,.5913,0,0,0,0,0,0,0,0,0,0,43
B12004544,190303750921,04,adidas Golf,A233,,AD CC 3 STRIPE SHOULDER POLO,54,NAVY,4,M,.5913,0,0,0,0,0,0,0,0,0,0,178
B12004545,190303750945,04,adidas Golf,A233,,AD CC 3 STRIPE SHOULDER POLO,54,NAVY,5,L,.5913,0,0,0,0,0,0,0,0,0,0,391
B12004546,190303750907,04,adidas Golf,A233,,AD CC 3 STRIPE SHOULDER POLO,54,NAVY,6,XL,.5913,0,0,0,0,0,0,0,0,0,0,380
B12004547,190303750914,04,adidas Golf,A233,,AD CC 3 STRIPE SHOULDER POLO,54,NAVY,7,2XL,.5913,0,0,0,0,0,0,0,0,0,0,168
B12004548,190303750938,04,adidas Golf,A233,,AD CC 3 STRIPE SHOULDER POLO,54,NAVY,8,3XL,.5913,0,0,0,0,0,0,0,0,0,0,107
B12004AZ3,190303715487,04,adidas Golf,A233,,AD CC 3 STRIPE SHOULDER POLO,AZ,MED GREY HTHR,3,S,.5913,0,0,0,0,0,0,0,0,0,0,10
B12004AZ4,190303715500,04,adidas Golf,A233,,AD CC 3 STRIPE SHOULDER POLO,AZ,MED GREY HTHR,4,M,.5913,0,0,0,0,0,0,0,0,0,0,49
B12004AZ5,190303715548,04,adidas Golf,A233,,AD CC 3 STRIPE SHOULDER POLO,AZ,MED GREY HTHR,5,L,.5913,0,0,0,0,0,0,0,0,0,0,0
B12004AZ6,190303715494,04,adidas Golf,A233,,AD CC 3 STRIPE SHOULDER POLO,AZ,MED GREY HTHR,6,XL,.5913,0,0,0,0,0,0,0,0,0,0,65
B12004AZ7,190303715470,04,adidas Golf,A233,,AD CC 3 STRIPE SHOULDER POLO,AZ,MED GREY HTHR,7,2XL,.5913,0,0,0,0,0,0,0,0,0,0,14
B12004AZ8,190303715531,04,adidas Golf,A233,,AD CC 3 STRIPE SHOULDER POLO,AZ,MED GREY HTHR,8,3XL,.5913,0,0,0,0,0,0,0,0,0,0,40
B12004BV3,889773673853,04,adidas Golf,A233,,AD CC 3 STRIPE SHOULDER POLO,BV,BLACK HEATHER,3,S,.5913,0,0,0,0,0,0,0,0,0,0,5
B12004BV4,889773673839,04,adidas Golf,A233,,AD CC 3 STRIPE SHOULDER POLO,BV,BLACK HEATHER,4,M,.5913,0,0,0,0,0,0,0,0,0,0,0
B12004BV5,889773673792,04,adidas Golf,A233,,AD CC 3 STRIPE SHOULDER POLO,BV,BLACK HEATHER,5,L,.5913,0,0,0,0,0,0,0,0,0,0,151
B12004BV6,889773673785,04,adidas Golf,A233,,AD CC 3 STRIPE SHOULDER POLO,BV,BLACK HEATHER,6,XL,.5913,0,0,0,0,0,0,0,0,0,0,220
B12004BV7,889773673846,04,adidas Golf,A233,,AD CC 3 STRIPE SHOULDER POLO,BV,BLACK HEATHER,7,2XL,.5913,0,0,0,0,0,0,0,0,0,0,61
B12004BV8,889773673808,04,adidas Golf,A233,,AD CC 3 STRIPE SHOULDER POLO,BV,BLACK HEATHER,8,3XL,.5913,0,0,0,0,0,0,0,0,0,0,11
B12004F13,0190303868053,04,adidas Golf,A233,,AD CC 3 STRIPE SHOULDER POLO,F1,SHOCK BLUE,3,S,.5913,0,0,0,0,0,0,0,0,0,0,70
B12004F14,0190303868039,04,adidas Golf,A233,,AD CC 3 STRIPE SHOULDER POLO,F1,SHOCK BLUE,4,M,.5913,0,0,0,0,0,0,0,0,0,0,80
B12004F15,0190303868008,04,adidas Golf,A233,,AD CC 3 STRIPE SHOULDER POLO,F1,SHOCK BLUE,5,L,.5913,0,0,0,0,0,0,0,0,0,0,0
B12004F16,0190303868046,04,adidas Golf,A233,,AD CC 3 STRIPE SHOULDER POLO,F1,SHOCK BLUE,6,XL,.5913,0,0,0,0,0,0,0,0,0,0,1
B12004F17,0190303868015,04,adidas Golf,A233,,AD CC 3 STRIPE SHOULDER POLO,F1,SHOCK BLUE,7,2XL,.5913,0,0,0,0,0,0,0,0,0,0,124
B12004F18,0190303868022,04,adidas Golf,A233,,AD CC 3 STRIPE SHOULDER POLO,F1,SHOCK BLUE,8,3XL,.5913,0,0,0,0,0,0,0,0,0,0,54
B12004F23,0190303837028,04,adidas Golf,A233,,AD CC 3 STRIPE SHOULDER POLO,F2,SOLAR LIME,3,S,.5913,0,0,0,0,0,0,0,0,0,0,55
B12004F24,0190303837004,04,adidas Golf,A233,,AD CC 3 STRIPE SHOULDER POLO,F2,SOLAR LIME,4,M,.5913,0,0,0,0,0,0,0,0,0,0,39
B12004F25,0190303836991,04,adidas Golf,A233,,AD CC 3 STRIPE SHOULDER POLO,F2,SOLAR LIME,5,L,.5913,0,0,0,0,0,0,0,0,0,0,177
B12004F26,0190303837035,04,adidas Golf,A233,,AD CC 3 STRIPE SHOULDER POLO,F2,SOLAR LIME,6,XL,.5913,0,0,0,0,0,0,0,0,0,0,165
B12004F27,0190303837011,04,adidas Golf,A233,,AD CC 3 STRIPE SHOULDER POLO,F2,SOLAR LIME,7,2XL,.5913,0,0,0,0,0,0,0,0,0,0,104
B12004F28,0190303836984,04,adidas Golf,A233,,AD CC 3 STRIPE SHOULDER POLO,F2,SOLAR LIME,8,3XL,.5913,0,0,0,0,0,0,0,0,0,0,29
B12204043,0190308760772,04,adidas Golf,A235,,AD LADIES 3 STRIPE SHLDER POLO,04,POWER RED,3,S,.5442,0,0,0,0,0,0,0,0,0,0,0
B12204044,0190308760758,04,adidas Golf,A235,,AD LADIES 3 STRIPE SHLDER POLO,04,POWER RED,4,M,.5442,0,0,0,0,0,0,0,0,0,0,0
B12204045,0190308760741,04,adidas Golf,A235,,AD LADIES 3 STRIPE SHLDER POLO,04,POWER RED,5,L,.5442,0,0,0,0,0,0,0,0,0,0,0
B12204046,0190308760789,04,adidas Golf,A235,,AD LADIES 3 STRIPE SHLDER POLO,04,POWER RED,6,XL,.5442,0,0,0,0,0,0,0,0,0,0,0
B12204047,0190308760765,04,adidas Golf,A235,,AD LADIES 3 STRIPE SHLDER POLO,04,POWER RED,7,2XL,.5442,0,0,0,0,0,0,0,0,0,0,0
B12204513,0190308769799,04,adidas Golf,A235,,AD LADIES 3 STRIPE SHLDER POLO,51,BLACK,3,S,.5442,0,0,0,0,0,0,0,0,0,0,0
B12204514,0190308769775,04,adidas Golf,A235,,AD LADIES 3 STRIPE SHLDER POLO,51,BLACK,4,M,.5442,0,0,0,0,0,0,0,0,0,0,38
B12204515,0190308769751,04,adidas Golf,A235,,AD LADIES 3 STRIPE SHLDER POLO,51,BLACK,5,L,.5442,0,0,0,0,0,0,0,0,0,0,127
B12204516,0190308769744,04,adidas Golf,A235,,AD LADIES 3 STRIPE SHLDER POLO,51,BLACK,6,XL,.5442,0,0,0,0,0,0,0,0,0,0,107
B12204517,0190308769768,04,adidas Golf,A235,,AD LADIES 3 STRIPE SHLDER POLO,51,BLACK,7,2XL,.5442,0,0,0,0,0,0,0,0,0,0,32
B12204543,0190308778623,04,adidas Golf,A235,,AD LADIES 3 STRIPE SHLDER POLO,54,NAVY,3,S,.5442,0,0,0,0,0,0,0,0,0,0,0
B12204544,0190308778654,04,adidas Golf,A235,,AD LADIES 3 STRIPE SHLDER POLO,54,NAVY,4,M,.5442,0,0,0,0,0,0,0,0,0,0,0
B12204545,0190308778616,04,adidas Golf,A235,,AD LADIES 3 STRIPE SHLDER POLO,54,NAVY,5,L,.5442,0,0,0,0,0,0,0,0,0,0,0
B12204546,0190308778630,04,adidas Golf,A235,,AD LADIES 3 STRIPE SHLDER POLO,54,NAVY,6,XL,.5442,0,0,0,0,0,0,0,0,0,0,70
B12204547,0190308778647,04,adidas Golf,A235,,AD LADIES 3 STRIPE SHLDER POLO,54,NAVY,7,2XL,.5442,0,0,0,0,0,0,0,0,0,0,47
B12204AZ3,0190308756393,04,adidas Golf,A235,,AD LADIES 3 STRIPE SHLDER POLO,AZ,MED GREY HTHR,3,S,.5442,0,0,0,0,0,0,0,0,0,0,0
B12204AZ4,0190308756386,04,adidas Golf,A235,,AD LADIES 3 STRIPE SHLDER POLO,AZ,MED GREY HTHR,4,M,.5442,0,0,0,0,0,0,0,0,0,0,0
B12204AZ5,0190308756416,04,adidas Golf,A235,,AD LADIES 3 STRIPE SHLDER POLO,AZ,MED GREY HTHR,5,L,.5442,0,0,0,0,0,0,0,0,0,0,18
B12204AZ6,0190308756409,04,adidas Golf,A235,,AD LADIES 3 STRIPE SHLDER POLO,AZ,MED GREY HTHR,6,XL,.5442,0,0,0,0,0,0,0,0,0,0,106
B12204AZ7,0190308756379,04,adidas Golf,A235,,AD LADIES 3 STRIPE SHLDER POLO,AZ,MED GREY HTHR,7,2XL,.5442,0,0,0,0,0,0,0,0,0,0,60
B12204BV3,0190308765425,04,adidas Golf,A235,,AD LADIES 3 STRIPE SHLDER POLO,BV,BLACK HEATHER,3,S,.5442,0,0,0,0,0,0,0,0,0,0,0
B12204BV4,0190308769652,04,adidas Golf,A235,,AD LADIES 3 STRIPE SHLDER POLO,BV,BLACK HEATHER,4,M,.5442,0,0,0,0,0,0,0,0,0,0,0
B12204BV5,0190308769669,04,adidas Golf,A235,,AD LADIES 3 STRIPE SHLDER POLO,BV,BLACK HEATHER,5,L,.5442,0,0,0,0,0,0,0,0,0,0,48
B12204BV6,0190308769676,04,adidas Golf,A235,,AD LADIES 3 STRIPE SHLDER POLO,BV,BLACK HEATHER,6,XL,.5442,0,0,0,0,0,0,0,0,0,0,56
B12204BV7,0190308769645,04,adidas Golf,A235,,AD LADIES 3 STRIPE SHLDER POLO,BV,BLACK HEATHER,7,2XL,.5442,0,0,0,0,0,0,0,0,0,0,11
B12204F13,0190308774236,04,adidas Golf,A235,,AD LADIES 3 STRIPE SHLDER POLO,F1,SHOCK BLUE,3,S,.5442,0,0,0,0,0,0,0,0,0,0,0
B12204F14,0190308774243,04,adidas Golf,A235,,AD LADIES 3 STRIPE SHLDER POLO,F1,SHOCK BLUE,4,M,.5442,0,0,0,0,0,0,0,0,0,0,0
B12204F15,0190308774205,04,adidas Golf,A235,,AD LADIES 3 STRIPE SHLDER POLO,F1,SHOCK BLUE,5,L,.5442,0,0,0,0,0,0,0,0,0,0,0
B12204F16,0190308774229,04,adidas Golf,A235,,AD LADIES 3 STRIPE SHLDER POLO,F1,SHOCK BLUE,6,XL,.5442,0,0,0,0,0,0,0,0,0,0,27
B12204F17,0190308774250,04,adidas Golf,A235,,AD LADIES 3 STRIPE SHLDER POLO,F1,SHOCK BLUE,7,2XL,.5442,0,0,0,0,0,0,0,0,0,0,38
B12204F23,0190308760888,04,adidas Golf,A235,,AD LADIES 3 STRIPE SHLDER POLO,F2,SOLAR LIME,3,S,.5442,0,0,0,0,0,0,0,0,0,0,32
B12204F24,0190308760864,04,adidas Golf,A235,,AD LADIES 3 STRIPE SHLDER POLO,F2,SOLAR LIME,4,M,.5442,0,0,0,0,0,0,0,0,0,0,46
B12204F25,0190308760895,04,adidas Golf,A235,,AD LADIES 3 STRIPE SHLDER POLO,F2,SOLAR LIME,5,L,.5442,0,0,0,0,0,0,0,0,0,0,63
B12204F26,0190308760871,04,adidas Golf,A235,,AD LADIES 3 STRIPE SHLDER POLO,F2,SOLAR LIME,6,XL,.5442,0,0,0,0,0,0,0,0,0,0,47
B12204F27,0190308760857,04,adidas Golf,A235,,AD LADIES 3 STRIPE SHLDER POLO,F2,SOLAR LIME,7,2XL,.5442,0,0,0,0,0,0,0,0,0,0,58
B04704043,0886049458190,04,adidas Golf,A133,,AD MENS CLIMA COOL MESH POLO,04,POWER RED/ BLACK,3,S,.5263,0,1,0,0,0,0,16,2,5,0,189
B04704044,0886049458206,04,adidas Golf,A133,,AD MENS CLIMA COOL MESH POLO,04,POWER RED/ BLACK,4,M,.5704,0,0,0,0,0,0,0,2,10,0,141
B04704045,0886049458213,04,adidas Golf,A133,,AD MENS CLIMA COOL MESH POLO,04,POWER RED/ BLACK,5,L,.6146,0,0,0,0,0,0,0,0,0,0,211
B04704046,0886049458220,04,adidas Golf,A133,,AD MENS CLIMA COOL MESH POLO,04,POWER RED/ BLACK,6,XL,.6588,0,0,0,0,0,0,0,0,0,0,219
B04704047,0886049458237,04,adidas Golf,A133,,AD MENS CLIMA COOL MESH POLO,04,POWER RED/ BLACK,7,2XL,.7029,0,0,0,0,0,0,0,0,6,0,65
B04704048,0886398802583,04,adidas Golf,A133,,AD MENS CLIMA COOL MESH POLO,04,POWER RED/ BLACK,8,3XL,.7467,0,0,0,0,0,0,0,0,0,0,0
B04704453,0887777176134,04,adidas Golf,A133,,AD MENS CLIMA COOL MESH POLO,45,COLLEG  GRN/ WHT,3,S,.5263,0,13,0,0,0,0,0,21,0,0,104
