Item Number,GTIN Number,Mill Code,Mill Description,Style Number,Mill Style Number,Style Name,Color Code,Color Description,Size Code,Size Description,Unit Weight,Cost,CC,CD,FO,KC,MA,PH,TD,CN,WA,GD
B08204DF7,0888592432610,04,adidas Golf,A128,,AD MENS COLORBLK 3 STRIPE POLO,DF,LEAD/ BLACK,7,2XL,.6767,0,13,0,0,0,0,4,0,0,0,66
B08204DF8,0888592432559,04,adidas Golf,A128,,AD MENS COLORBLK 3 STRIPE POLO,DF,LEAD/ BLACK,8,3XL,.6767,0,4,0,0,0,0,19,0,0,0,0
B08204DT3,0888592441148,04,adidas Golf,A128,,AD MENS COLORBLK 3 STRIPE POLO,DT,BRT CYAN/ BLACK,3,S,.6767,0,0,0,0,0,0,0,0,0,0,60
B08204DT4,0888592441087,04,adidas Golf,A128,,AD MENS COLORBLK 3 STRIPE POLO,DT,BRT CYAN/ BLACK,4,M,.6767,0,0,0,0,0,0,0,0,0,0,0
B08204DT5,0888592441131,04,adidas Golf,A128,,AD MENS COLORBLK 3 STRIPE POLO,DT,BRT CYAN/ BLACK,5,L,.6767,0,0,0,0,0,0,0,0,0,0,40
B08204DT6,0888592441094,04,adidas Golf,A128,,AD MENS COLORBLK 3 STRIPE POLO,DT,BRT CYAN/ BLACK,6,XL,.6767,0,0,0,0,0,0,0,0,0,0,62
B08204DT7,0888592441100,04,adidas Golf,A128,,AD MENS COLORBLK 3 STRIPE POLO,DT,BRT CYAN/ BLACK,7,2XL,.6767,0,0,0,0,0,0,0,0,0,0,48
B08204DT8,0888592441124,04,adidas Golf,A128,,AD MENS COLORBLK 3 STRIPE POLO,DT,BRT CYAN/ BLACK,8,3XL,.6767,0,0,0,0,0,0,0,0,0,0,37
B08204DU3,0888592450003,04,adidas Golf,A128,,AD MENS COLORBLK 3 STRIPE POLO,DU,AMAZON/ BLACK,3,S,.6767,0,0,0,0,0,0,0,0,0,0,132
B08204DU4,0888592449984,04,adidas Golf,A128,,AD MENS COLORBLK 3 STRIPE POLO,DU,AMAZON/ BLACK,4,M,.6767,0,0,0,0,0,0,0,0,0,0,236
B08204DU5,0888592449991,04,adidas Golf,A128,,AD MENS COLORBLK 3 STRIPE POLO,DU,AMAZON/ BLACK,5,L,.6767,0,0,0,0,0,0,0,0,0,0,436
B08204DU6,0888592450027,04,adidas Golf,A128,,AD MENS COLORBLK 3 STRIPE POLO,DU,AMAZON/ BLACK,6,XL,.6767,0,0,0,0,0,0,0,0,0,0,443
B08204DU7,0888592450010,04,adidas Golf,A128,,AD MENS COLORBLK 3 STRIPE POLO,DU,AMAZON/ BLACK,7,2XL,.6767,0,0,0,0,0,0,0,0,0,0,233
B08204DU8,0888592445658,04,adidas Golf,A128,,AD MENS COLORBLK 3 STRIPE POLO,DU,AMAZON/ BLACK,8,3XL,.6767,0,0,0,0,0,0,0,0,0,0,77
B08204DV3,0888592441339,04,adidas Golf,A128,,AD MENS COLORBLK 3 STRIPE POLO,DV,BRT RYL/ RH BLUE,3,S,.6767,0,18,0,0,0,0,46,0,0,0,65
B08204DV4,0888592441315,04,adidas Golf,A128,,AD MENS COLORBLK 3 STRIPE POLO,DV,BRT RYL/ RH BLUE,4,M,.6767,0,24,0,0,0,0,18,0,0,0,48
B08204DV5,0888592441292,04,adidas Golf,A128,,AD MENS COLORBLK 3 STRIPE POLO,DV,BRT RYL/ RH BLUE,5,L,.6767,0,35,0,0,0,0,11,0,0,0,62
B08204DV6,0888592441285,04,adidas Golf,A128,,AD MENS COLORBLK 3 STRIPE POLO,DV,BRT RYL/ RH BLUE,6,XL,.6767,0,13,0,0,0,0,20,0,0,0,182
B08204DV7,0888592441322,04,adidas Golf,A128,,AD MENS COLORBLK 3 STRIPE POLO,DV,BRT RYL/ RH BLUE,7,2XL,.6767,0,13,0,0,0,0,11,0,0,0,18
B08204DV8,0888592445399,04,adidas Golf,A128,,AD MENS COLORBLK 3 STRIPE POLO,DV,BRT RYL/ RH BLUE,8,3XL,.6767,0,2,0,0,0,0,6,0,0,0,84
B08204DW3,0888592445573,04,adidas Golf,A128,,AD MENS COLORBLK 3 STRIPE POLO,DW,RICH BLUE/ LEAD,3,S,.6767,0,6,0,0,0,0,18,0,0,0,57
B08204DW4,0888592445559,04,adidas Golf,A128,,AD MENS COLORBLK 3 STRIPE POLO,DW,RICH BLUE/ LEAD,4,M,.6767,0,21,0,0,0,0,14,0,0,0,74
B08204DW5,0888592445566,04,adidas Golf,A128,,AD MENS COLORBLK 3 STRIPE POLO,DW,RICH BLUE/ LEAD,5,L,.6767,0,15,0,0,0,0,0,0,0,0,178
B08204DW6,0888592445580,04,adidas Golf,A128,,AD MENS COLORBLK 3 STRIPE POLO,DW,RICH BLUE/ LEAD,6,XL,.6767,0,26,0,0,0,0,2,0,0,0,146
B08204DW7,0888592445535,04,adidas Golf,A128,,AD MENS COLORBLK 3 STRIPE POLO,DW,RICH BLUE/ LEAD,7,2XL,.6767,0,22,0,0,0,0,2,0,0,0,59
B08204DW8,0888592445528,04,adidas Golf,A128,,AD MENS COLORBLK 3 STRIPE POLO,DW,RICH BLUE/ LEAD,8,3XL,.6767,0,2,0,0,0,0,5,0,0,0,39
B08304563,0888593474107,04,adidas Golf,A123,,AD MENS TEXTURE STRIPE POLO,56,NAVY/ WHITE,3,S,.7871,0,15,0,0,0,0,17,0,19,0,259
B08304564,0888593474114,04,adidas Golf,A123,,AD MENS TEXTURE STRIPE POLO,56,NAVY/ WHITE,4,M,.7871,0,0,0,18,0,0,8,0,10,0,481
B08304565,0888593474053,04,adidas Golf,A123,,AD MENS TEXTURE STRIPE POLO,56,NAVY/ WHITE,5,L,.7871,0,0,0,9,0,0,0,0,12,0,889
B08304566,0888593474138,04,adidas Golf,A123,,AD MENS TEXTURE STRIPE POLO,56,NAVY/ WHITE,6,XL,.7871,0,0,0,5,0,0,0,0,1,0,964
B08304567,0888593474060,04,adidas Golf,A123,,AD MENS TEXTURE STRIPE POLO,56,NAVY/ WHITE,7,2XL,.7871,0,2,0,17,0,0,0,0,10,0,517
B08304568,0888592370646,04,adidas Golf,A123,,AD MENS TEXTURE STRIPE POLO,56,NAVY/ WHITE,8,3XL,.7871,0,3,0,12,0,0,3,0,10,0,197
B08304603,0888593482744,04,adidas Golf,A123,,AD MENS TEXTURE STRIPE POLO,60,BLACK/ WHITE,3,S,.7871,0,16,0,0,0,0,0,0,22,0,403
B08304604,0888593482805,04,adidas Golf,A123,,AD MENS TEXTURE STRIPE POLO,60,BLACK/ WHITE,4,M,.7871,0,1,0,17,0,0,3,0,0,0,890
B08304605,0888593482768,04,adidas Golf,A123,,AD MENS TEXTURE STRIPE POLO,60,BLACK/ WHITE,5,L,.7871,0,0,0,1,0,0,0,0,6,0,1675
B08304606,0888593482836,04,adidas Golf,A123,,AD MENS TEXTURE STRIPE POLO,60,BLACK/ WHITE,6,XL,.7871,0,0,0,1,0,0,0,0,3,0,1736
B08304607,0888593482751,04,adidas Golf,A123,,AD MENS TEXTURE STRIPE POLO,60,BLACK/ WHITE,7,2XL,.7871,0,0,0,4,0,0,0,0,1,0,860
B08304608,0888592370578,04,adidas Golf,A123,,AD MENS TEXTURE STRIPE POLO,60,BLACK/ WHITE,8,3XL,.7871,0,0,0,12,0,0,3,0,17,0,276
B08304DG3,0888593482638,04,adidas Golf,A123,,AD MENS TEXTURE STRIPE POLO,DG,RCH BLU/ BRT RYL,3,S,.7871,0,0,0,0,0,0,0,0,21,0,93
B08304DG4,0888593478556,04,adidas Golf,A123,,AD MENS TEXTURE STRIPE POLO,DG,RCH BLU/ BRT RYL,4,M,.7871,0,5,0,0,0,0,0,0,10,0,115
B08304DG5,0888593478495,04,adidas Golf,A123,,AD MENS TEXTURE STRIPE POLO,DG,RCH BLU/ BRT RYL,5,L,.7871,0,0,0,0,0,0,0,0,0,0,30
B08304DG6,0888593478563,04,adidas Golf,A123,,AD MENS TEXTURE STRIPE POLO,DG,RCH BLU/ BRT RYL,6,XL,.7871,0,0,0,0,0,0,0,0,10,0,4
B08304DG7,0888593478518,04,adidas Golf,A123,,AD MENS TEXTURE STRIPE POLO,DG,RCH BLU/ BRT RYL,7,2XL,.7871,0,12,0,0,0,0,0,0,15,0,52
B08304DG8,0888592370608,04,adidas Golf,A123,,AD MENS TEXTURE STRIPE POLO,DG,RCH BLU/ BRT RYL,8,3XL,.7871,0,8,0,0,0,0,0,0,21,0,71
B08304DY3,0888596525493,04,adidas Golf,A123,,AD MENS TEXTURE STRIPE POLO,DY,SOLAR BLUE/ WHT,3,S,.7871,0,18,0,0,0,0,0,0,20,0,68
B08304DY4,0888596515814,04,adidas Golf,A123,,AD MENS TEXTURE STRIPE POLO,DY,SOLAR BLUE/ WHT,4,M,.7871,0,0,0,0,0,0,0,0,11,0,55
B08304DY5,0888596525523,04,adidas Golf,A123,,AD MENS TEXTURE STRIPE POLO,DY,SOLAR BLUE/ WHT,5,L,.7871,0,0,0,0,0,0,0,0,4,0,0
B08304DY6,0888596525530,04,adidas Golf,A123,,AD MENS TEXTURE STRIPE POLO,DY,SOLAR BLUE/ WHT,6,XL,.7871,0,0,0,0,0,0,0,0,0,0,0
B08304DY7,0888596525516,04,adidas Golf,A123,,AD MENS TEXTURE STRIPE POLO,DY,SOLAR BLUE/ WHT,7,2XL,.7871,0,0,0,0,0,0,0,0,0,0,50
B08304DY8,0888596515807,04,adidas Golf,A123,,AD MENS TEXTURE STRIPE POLO,DY,SOLAR BLUE/ WHT,8,3XL,.7871,0,5,0,0,0,0,0,0,20,0,47
B08304DZ3,0888593465501,04,adidas Golf,A123,,AD MENS TEXTURE STRIPE POLO,DZ,LEAD/ WHITE,3,S,.7871,0,10,0,0,0,0,0,0,18,0,163
B08304DZ4,0888593465532,04,adidas Golf,A123,,AD MENS TEXTURE STRIPE POLO,DZ,LEAD/ WHITE,4,M,.7871,0,2,0,0,0,0,0,0,0,0,214
B08304DZ5,0888593465471,04,adidas Golf,A123,,AD MENS TEXTURE STRIPE POLO,DZ,LEAD/ WHITE,5,L,.7871,0,0,0,0,0,0,0,0,0,0,305
B08304DZ6,0888593465525,04,adidas Golf,A123,,AD MENS TEXTURE STRIPE POLO,DZ,LEAD/ WHITE,6,XL,.7871,0,0,0,0,0,0,0,0,0,0,368
B08304DZ7,0888593465495,04,adidas Golf,A123,,AD MENS TEXTURE STRIPE POLO,DZ,LEAD/ WHITE,7,2XL,.7871,0,0,0,0,0,0,0,0,0,0,191
B08304DZ8,0888592370622,04,adidas Golf,A123,,AD MENS TEXTURE STRIPE POLO,DZ,LEAD/ WHITE,8,3XL,.7871,0,0,0,0,0,0,0,0,15,0,69
B08304EA3,0888593473896,04,adidas Golf,A123,,AD MENS TEXTURE STRIPE POLO,EA,POWER RED/ WHITE,3,S,.7871,0,19,0,18,0,0,13,0,17,0,239
B08304EA4,0888593473964,04,adidas Golf,A123,,AD MENS TEXTURE STRIPE POLO,EA,POWER RED/ WHITE,4,M,.7871,0,0,0,14,0,0,0,0,15,0,374
B08304EA5,0888593473933,04,adidas Golf,A123,,AD MENS TEXTURE STRIPE POLO,EA,POWER RED/ WHITE,5,L,.7871,0,0,0,3,0,0,0,0,12,0,679
B08304EA6,0888593473940,04,adidas Golf,A123,,AD MENS TEXTURE STRIPE POLO,EA,POWER RED/ WHITE,6,XL,.7871,0,3,0,3,0,0,0,0,0,0,694
B08304EA7,0888593473971,04,adidas Golf,A123,,AD MENS TEXTURE STRIPE POLO,EA,POWER RED/ WHITE,7,2XL,.7871,0,0,0,9,0,0,6,0,13,0,368
B08304EA8,0888592370653,04,adidas Golf,A123,,AD MENS TEXTURE STRIPE POLO,EA,POWER RED/ WHITE,8,3XL,.7871,0,1,0,6,0,0,10,0,1,0,180
B09104EB0,0888593488661,04,adidas Golf,A625,,AD COLLEGIATE FRONT HIT CAP,EB,WHT/ DK GRY HTH,0,OS,.1926,0,0,0,0,0,0,0,0,0,0,0
B09104EC0,0888593488678,04,adidas Golf,A625,,AD COLLEGIATE FRONT HIT CAP,EC,PRPLE/  DK GRY H,0,OS,.1926,0,0,0,0,0,0,0,0,127,0,136
B09104ED0,0888593488609,04,adidas Golf,A625,,AD COLLEGIATE FRONT HIT CAP,ED,COL RD/ DK GY HT,0,OS,.1926,0,0,0,0,0,0,0,0,0,0,0
B09104EE0,0888592338905,04,adidas Golf,A625,,AD COLLEGIATE FRONT HIT CAP,EE,INT TRQ/ DK GR H,0,OS,.1926,0,0,0,0,0,0,0,0,0,0,0
B09104EF0,0888593488692,04,adidas Golf,A625,,AD COLLEGIATE FRONT HIT CAP,EF,COL ORNG/ GRY HT,0,OS,.1926,0,3,0,0,0,0,0,0,42,0,267
B09104EG0,0888593488722,04,adidas Golf,A625,,AD COLLEGIATE FRONT HIT CAP,EG,NT MRNE/ GRY HTR,0,OS,.1926,0,0,0,0,0,0,0,0,0,0,89
B09104EH0,0888592339094,04,adidas Golf,A625,,AD COLLEGIATE FRONT HIT CAP,EH,BLACK/ GREY HTHR,0,OS,.1926,0,0,0,0,0,0,0,0,0,0,0
B09204000,0888164800366,04,adidas Golf,A626,,AD LIGHT WT CTN FRONT HIT CAP,00,WHITE,0,OS,.1926,0,0,0,0,0,0,0,0,0,0,0
B09204510,0888164813403,04,adidas Golf,A626,,AD LIGHT WT CTN FRONT HIT CAP,51,BLACK,0,OS,.1926,0,0,0,0,0,0,0,0,0,0,0
B09204EI0,0888164809086,04,adidas Golf,A626,,AD LIGHT WT CTN FRONT HIT CAP,EI,BORDEAUX,0,OS,.1926,0,0,0,0,0,0,0,0,0,0,174
B09204EJ0,0888164817722,04,adidas Golf,A626,,AD LIGHT WT CTN FRONT HIT CAP,EJ,BLUEBERRY,0,OS,.1926,0,0,0,0,0,0,0,0,0,0,0
B09204EK0,0888164695900,04,adidas Golf,A626,,AD LIGHT WT CTN FRONT HIT CAP,EK,DARK CHILI,0,OS,.1926,0,0,0,0,0,0,0,0,0,0,0
B09204EL0,0888164817623,04,adidas Golf,A626,,AD LIGHT WT CTN FRONT HIT CAP,EL,ISLAND,0,OS,.1926,0,0,0,0,0,0,0,0,65,0,93
B09704003,0888593424294,04,adidas Golf,A186,,AD CLIMALITE LONG SLEEVE POLO,00,WHITE/ BLACK,3,S,.5188,0,2,0,0,0,0,5,0,3,0,6
B09704004,0888593428360,04,adidas Golf,A186,,AD CLIMALITE LONG SLEEVE POLO,00,WHITE/ BLACK,4,M,.5667,0,0,0,0,0,0,0,0,0,0,0
B09704005,0888593428391,04,adidas Golf,A186,,AD CLIMALITE LONG SLEEVE POLO,00,WHITE/ BLACK,5,L,.6021,0,13,0,0,0,0,1,0,9,0,68
B09704006,0888593428353,04,adidas Golf,A186,,AD CLIMALITE LONG SLEEVE POLO,00,WHITE/ BLACK,6,XL,.6438,0,21,0,0,0,0,12,0,28,0,117
B09704007,0888593428377,04,adidas Golf,A186,,AD CLIMALITE LONG SLEEVE POLO,00,WHITE/ BLACK,7,2XL,.7,0,18,0,0,0,0,10,0,25,0,17
B09704008,0888593428384,04,adidas Golf,A186,,AD CLIMALITE LONG SLEEVE POLO,00,WHITE/ BLACK,8,3XL,.7521,0,0,0,0,0,0,16,0,14,0,0
B09704513,0888593428452,04,adidas Golf,A186,,AD CLIMALITE LONG SLEEVE POLO,51,BLACK/ WHITE,3,S,.5188,0,5,0,0,0,0,0,0,12,0,13
B09704514,0888593428414,04,adidas Golf,A186,,AD CLIMALITE LONG SLEEVE POLO,51,BLACK/ WHITE,4,M,.5667,0,0,0,0,0,0,0,0,0,0,0
B09704515,0888593428421,04,adidas Golf,A186,,AD CLIMALITE LONG SLEEVE POLO,51,BLACK/ WHITE,5,L,.6021,0,25,0,0,0,0,24,0,31,0,169
B09704516,0888593428445,04,adidas Golf,A186,,AD CLIMALITE LONG SLEEVE POLO,51,BLACK/ WHITE,6,XL,.6438,0,51,0,0,0,0,35,0,34,0,5
B09704517,0888593428407,04,adidas Golf,A186,,AD CLIMALITE LONG SLEEVE POLO,51,BLACK/ WHITE,7,2XL,.7,0,7,0,0,0,0,0,0,15,0,48
B09704518,0888593428438,04,adidas Golf,A186,,AD CLIMALITE LONG SLEEVE POLO,51,BLACK/ WHITE,8,3XL,.7521,0,18,0,0,0,0,0,0,6,0,8
B09704543,0888593428469,04,adidas Golf,A186,,AD CLIMALITE LONG SLEEVE POLO,54,NAVY/ WHITE,3,S,.5188,0,0,0,0,0,0,0,0,0,0,0
B09704544,0888593428490,04,adidas Golf,A186,,AD CLIMALITE LONG SLEEVE POLO,54,NAVY/ WHITE,4,M,.5667,0,0,0,0,0,0,0,0,0,0,0
B09704545,0888593428476,04,adidas Golf,A186,,AD CLIMALITE LONG SLEEVE POLO,54,NAVY/ WHITE,5,L,.6021,0,4,0,0,0,0,0,0,1,0,0
B09704546,0888593428513,04,adidas Golf,A186,,AD CLIMALITE LONG SLEEVE POLO,54,NAVY/ WHITE,6,XL,.6438,0,0,0,0,0,0,17,0,10,0,35
B09704547,0888593428506,04,adidas Golf,A186,,AD CLIMALITE LONG SLEEVE POLO,54,NAVY/ WHITE,7,2XL,.7,0,0,0,0,0,0,8,0,4,0,40
B09704548,0888593428483,04,adidas Golf,A186,,AD CLIMALITE LONG SLEEVE POLO,54,NAVY/ WHITE,8,3XL,.7521,0,0,0,0,0,0,9,0,0,0,0
B09704DE3,0888593424249,04,adidas Golf,A186,,AD CLIMALITE LONG SLEEVE POLO,DE,CLEAR ONIX/ WHT,3,S,.5188,0,11,0,0,0,0,5,0,8,0,3
B09704DE4,0888593424287,04,adidas Golf,A186,,AD CLIMALITE LONG SLEEVE POLO,DE,CLEAR ONIX/ WHT,4,M,.5667,0,9,0,0,0,0,0,0,0,0,0
B09704DE5,0888593424263,04,adidas Golf,A186,,AD CLIMALITE LONG SLEEVE POLO,DE,CLEAR ONIX/ WHT,5,L,.6021,0,0,0,0,0,0,0,0,0,0,98
B09704DE6,0888593424256,04,adidas Golf,A186,,AD CLIMALITE LONG SLEEVE POLO,DE,CLEAR ONIX/ WHT,6,XL,.6438,0,32,0,0,0,0,28,0,4,0,84
B09704DE7,0888593424232,04,adidas Golf,A186,,AD CLIMALITE LONG SLEEVE POLO,DE,CLEAR ONIX/ WHT,7,2XL,.7,0,4,0,0,0,0,5,0,5,0,59
B09704DE8,0888593424270,04,adidas Golf,A186,,AD CLIMALITE LONG SLEEVE POLO,DE,CLEAR ONIX/ WHT,8,3XL,.7521,0,25,0,0,0,0,19,0,20,0,19
B10004510,0888596531616,04,adidas Golf,A312,,AD DRAWSTRING GYM SACK,51,BLACK/ GREY,0,OS,.6613,0,0,0,0,0,0,0,0,0,0,278
B10004530,0888596531623,04,adidas Golf,A312,,AD DRAWSTRING GYM SACK,53,ROYAL/ BLACK,0,OS,.6613,0,0,0,0,0,0,0,0,0,0,55
B10004540,0888596531586,04,adidas Golf,A312,,AD DRAWSTRING GYM SACK,54,COLL NAVY/ GREY,0,OS,.6613,0,0,0,0,0,0,0,0,0,0,97
B10004A10,0888596531593,04,adidas Golf,A312,,AD DRAWSTRING GYM SACK,a1,GREY/ BLACK,0,OS,.6613,0,0,0,0,0,0,0,0,0,0,200
B07104003,0887386055196,04,adidas Golf,A114,,AD MENS CLIMALITE CNT STCH SS,00,WHITE/ CL ONIX,3,S,.7625,0,37,0,9,0,0,2,17,43,0,118
B07104004,0887386055172,04,adidas Golf,A114,,AD MENS CLIMALITE CNT STCH SS,00,WHITE/ CL ONIX,4,M,.7625,0,17,0,24,0,0,12,17,6,0,173
B07104005,0887386055189,04,adidas Golf,A114,,AD MENS CLIMALITE CNT STCH SS,00,WHITE/ CL ONIX,5,L,.7625,0,33,0,17,0,0,1,30,21,0,499
B07104006,0887386055165,04,adidas Golf,A114,,AD MENS CLIMALITE CNT STCH SS,00,WHITE/ CL ONIX,6,XL,.7625,0,25,0,15,0,0,1,28,9,0,806
B07104007,0887386055158,04,adidas Golf,A114,,AD MENS CLIMALITE CNT STCH SS,00,WHITE/ CL ONIX,7,2XL,.7625,0,19,0,17,0,0,11,11,8,0,327
B07104008,0887386351946,04,adidas Golf,A114,,AD MENS CLIMALITE CNT STCH SS,00,WHITE/ CL ONIX,8,3XL,.7625,0,38,0,7,0,0,23,11,16,0,72
B07104043,0887386055257,04,adidas Golf,A114,,AD MENS CLIMALITE CNT STCH SS,04,POWER RED/ WHITE,3,S,.7625,0,14,0,19,0,0,43,10,36,0,184
B07104044,0887386055202,04,adidas Golf,A114,,AD MENS CLIMALITE CNT STCH SS,04,POWER RED/ WHITE,4,M,.7625,0,5,0,9,0,0,13,17,17,0,341
B07104045,0887386055219,04,adidas Golf,A114,,AD MENS CLIMALITE CNT STCH SS,04,POWER RED/ WHITE,5,L,.7625,0,1,0,22,0,0,37,23,7,0,509
B07104046,0887386055226,04,adidas Golf,A114,,AD MENS CLIMALITE CNT STCH SS,04,POWER RED/ WHITE,6,XL,.7625,0,0,0,25,0,0,37,13,48,0,427
B07104047,0887386055240,04,adidas Golf,A114,,AD MENS CLIMALITE CNT STCH SS,04,POWER RED/ WHITE,7,2XL,.7625,0,0,0,12,0,0,39,23,6,0,92
B07104048,0887386351984,04,adidas Golf,A114,,AD MENS CLIMALITE CNT STCH SS,04,POWER RED/ WHITE,8,3XL,.7625,0,11,0,9,0,0,4,5,25,0,50
B07104453,0887386038069,04,adidas Golf,A114,,AD MENS CLIMALITE CNT STCH SS,45,COLLEG  GRN/ WHT,3,S,.7625,0,7,0,0,0,0,16,3,12,0,38
B07104454,0887386038021,04,adidas Golf,A114,,AD MENS CLIMALITE CNT STCH SS,45,COLLEG  GRN/ WHT,4,M,.7625,0,1,0,0,0,0,0,0,43,0,1
B07104455,0887386038052,04,adidas Golf,A114,,AD MENS CLIMALITE CNT STCH SS,45,COLLEG  GRN/ WHT,5,L,.7625,0,12,0,0,0,0,19,2,10,0,38
B07104456,0887386038038,04,adidas Golf,A114,,AD MENS CLIMALITE CNT STCH SS,45,COLLEG  GRN/ WHT,6,XL,.7625,0,9,0,0,0,0,7,1,30,0,67
B07104457,0887386042127,04,adidas Golf,A114,,AD MENS CLIMALITE CNT STCH SS,45,COLLEG  GRN/ WHT,7,2XL,.7625,0,9,0,0,0,0,20,2,7,0,9
B07104458,0887386351953,04,adidas Golf,A114,,AD MENS CLIMALITE CNT STCH SS,45,COLLEG  GRN/ WHT,8,3XL,.7625,0,27,0,0,0,0,14,23,0,0,3
B07104513,0887386063894,04,adidas Golf,A114,,AD MENS CLIMALITE CNT STCH SS,51,BLACK/ WHITE,3,S,.7625,0,0,0,21,0,0,0,3,26,0,95
B07104514,0887386063917,04,adidas Golf,A114,,AD MENS CLIMALITE CNT STCH SS,51,BLACK/ WHITE,4,M,.7625,0,0,0,25,0,0,5,20,12,0,22
B07104515,0887386063900,04,adidas Golf,A114,,AD MENS CLIMALITE CNT STCH SS,51,BLACK/ WHITE,5,L,.7625,0,0,0,10,0,0,22,16,7,0,58
B07104516,0887386063863,04,adidas Golf,A114,,AD MENS CLIMALITE CNT STCH SS,51,BLACK/ WHITE,6,XL,.7625,0,0,0,17,0,0,3,0,27,0,44
B07104517,0887386063887,04,adidas Golf,A114,,AD MENS CLIMALITE CNT STCH SS,51,BLACK/ WHITE,7,2XL,.7625,0,0,0,0,0,0,0,0,20,0,2
B07104518,0887386351991,04,adidas Golf,A114,,AD MENS CLIMALITE CNT STCH SS,51,BLACK/ WHITE,8,3XL,.7625,0,0,0,0,0,0,0,0,0,0,0
B07104543,0887386055134,04,adidas Golf,A114,,AD MENS CLIMALITE CNT STCH SS,54,NAVY/ WHITE,3,S,.7625,0,28,0,20,0,0,9,22,18,0,169
B07104544,0887386055127,04,adidas Golf,A114,,AD MENS CLIMALITE CNT STCH SS,54,NAVY/ WHITE,4,M,.7625,0,17,0,0,0,0,0,30,5,0,5
B07104545,0887386055097,04,adidas Golf,A114,,AD MENS CLIMALITE CNT STCH SS,54,NAVY/ WHITE,5,L,.7625,0,13,0,20,0,0,1,19,29,0,308
B07104546,0887386055080,04,adidas Golf,A114,,AD MENS CLIMALITE CNT STCH SS,54,NAVY/ WHITE,6,XL,.7625,0,39,0,12,0,0,15,37,35,0,260
B07104547,0887386055103,04,adidas Golf,A114,,AD MENS CLIMALITE CNT STCH SS,54,NAVY/ WHITE,7,2XL,.7625,0,15,0,4,0,0,12,5,24,0,202
B07104548,0887386351977,04,adidas Golf,A114,,AD MENS CLIMALITE CNT STCH SS,54,NAVY/ WHITE,8,3XL,.7625,0,11,0,8,0,0,6,22,32,0,14
B07104CV3,0887386059583,04,adidas Golf,A114,,AD MENS CLIMALITE CNT STCH SS,CV,CLEAR ONIX/ WHT,3,S,.7625,0,15,0,0,0,0,20,13,12,0,87
B07104CV4,0887386059620,04,adidas Golf,A114,,AD MENS CLIMALITE CNT STCH SS,CV,CLEAR ONIX/ WHT,4,M,.7625,0,23,0,0,0,0,25,19,17,0,76
B07104CV5,0887386059613,04,adidas Golf,A114,,AD MENS CLIMALITE CNT STCH SS,CV,CLEAR ONIX/ WHT,5,L,.7625,0,62,0,0,0,0,9,44,25,0,173
B07104CV6,0887386059606,04,adidas Golf,A114,,AD MENS CLIMALITE CNT STCH SS,CV,CLEAR ONIX/ WHT,6,XL,.7625,0,46,0,0,0,0,0,23,16,0,237
B07104CV7,0887386059576,04,adidas Golf,A114,,AD MENS CLIMALITE CNT STCH SS,CV,CLEAR ONIX/ WHT,7,2XL,.7625,0,13,0,0,0,0,4,1,7,0,96
B07104CV8,0887386351960,04,adidas Golf,A114,,AD MENS CLIMALITE CNT STCH SS,CV,CLEAR ONIX/ WHT,8,3XL,.7625,0,14,0,0,0,0,0,28,8,0,11
B07104DX3,0888592928304,04,adidas Golf,A114,,AD MENS CLIMALITE CNT STCH SS,DX,VIVID BLUE/ WHT,3,S,.7625,0,6,0,24,0,0,1,25,42,0,65
B07104DX4,0888592930475,04,adidas Golf,A114,,AD MENS CLIMALITE CNT STCH SS,DX,VIVID BLUE/ WHT,4,M,.7625,0,27,0,5,0,0,25,16,3,0,31
B07104DX5,0888592928281,04,adidas Golf,A114,,AD MENS CLIMALITE CNT STCH SS,DX,VIVID BLUE/ WHT,5,L,.7625,0,20,0,17,0,0,29,20,0,0,65
B07104DX6,0888592928298,04,adidas Golf,A114,,AD MENS CLIMALITE CNT STCH SS,DX,VIVID BLUE/ WHT,6,XL,.7625,0,12,0,26,0,0,19,14,7,0,116
B07104DX7,0888592930482,04,adidas Golf,A114,,AD MENS CLIMALITE CNT STCH SS,DX,VIVID BLUE/ WHT,7,2XL,.7625,0,10,0,2,0,0,15,20,8,0,35
B07104DX8,0888592928267,04,adidas Golf,A114,,AD MENS CLIMALITE CNT STCH SS,DX,VIVID BLUE/ WHT,8,3XL,.7625,0,18,0,6,0,0,4,19,22,0,93
B07304183,0887777014320,04,adidas Golf,A169,,AD MENS FULL ZIP 3 STRP JACKET,18,ECRU/ BLACK,3,S,.895,0,0,0,0,0,0,0,0,0,0,134
B07304184,0887777014313,04,adidas Golf,A169,,AD MENS FULL ZIP 3 STRP JACKET,18,ECRU/ BLACK,4,M,.895,0,0,0,0,0,0,0,0,0,0,163
B07304185,0887777014344,04,adidas Golf,A169,,AD MENS FULL ZIP 3 STRP JACKET,18,ECRU/ BLACK,5,L,.895,0,0,0,0,0,0,0,0,0,0,250
B07304186,0887777014306,04,adidas Golf,A169,,AD MENS FULL ZIP 3 STRP JACKET,18,ECRU/ BLACK,6,XL,.895,0,0,0,0,0,0,0,0,0,0,282
B07304187,0887777014337,04,adidas Golf,A169,,AD MENS FULL ZIP 3 STRP JACKET,18,ECRU/ BLACK,7,2XL,.895,0,0,0,0,0,0,0,0,0,0,153
